County,Year-Month,Precipitation,Avg Rel Hum (%),Avg Wind Speed (mph),Wind Run (miles),windeventcount,Avg Soil Temp (F),AQI_PM25,AQI_PM10,FIRE_Acres_Burned,fungicide_lbs_prd_used,rodent_lbs_prd_used,rate_per_100k,log1p_rate_per_100k,log1p_diff_rate_per_100k
Fresno,2003-09-01,0.0,48.6,4.728888888888888,3402.5333333333333,0.0,75.15333333333332,56.0,63.0,,7130.2569,1435.2464,1.4164422982720584,0.882296333794059,-0.29411007655572496
Fresno,2003-10-01,0.0916666666666666,49.6399917287014,4.013341298287535,2935.816666666667,0.3333333333333333,68.08335483870967,66.0,60.0,,2884.3817,47923.8394,3.0689583129227933,1.4033870239247506,0.5210906901306915
Fresno,2003-11-01,0.325,69.87777777777778,3.65,2625.583333333333,0.0,58.45166666666668,103.5,52.0,,472.3594,16004.8165,2.360737163786764,1.212160343895928,-0.19122668002882248
Fresno,2003-12-01,1.6983333333333333,81.89784946236558,4.38010752688172,3259.7166666666667,0.1666666666666666,51.96978494623656,81.5,26.5,,4253.066,456.186,3.659142603869484,1.5388314406232626,0.3266710967273345
Fresno,2004-01-01,0.6983333333333333,86.64516129032258,3.882795698924731,2890.4833333333336,0.3333333333333333,49.91612903225806,93.0,31.0,,18872.9205,3727.8808,2.322785949467792,1.200803572452048,-0.33802786817121455
Fresno,2004-02-01,2.063333333333333,76.42528735632185,4.654597701149425,3238.633333333333,0.5,51.51609195402299,65.0,15.0,,38235.1754,1150.042,1.1613929747338958,0.7707529095503309,-0.4300506629017171
Fresno,2004-03-01,0.615,65.96774193548387,4.769354838709678,3549.8000000000006,0.3333333333333333,59.13010752688171,66.0,37.0,,101107.7636,723.7337,1.974368057047623,1.0900315986346187,0.3192786890842878
Fresno,2004-04-01,0.0216666666666666,46.89022988505747,6.08235632183908,4351.650000000001,1.8333333333333333,63.01833333333333,50.0,35.0,,49069.5915,7181.3616,0.6968357848403375,0.5287652136501124,-0.5612663849845063
Fresno,2004-05-01,0.0283333333333333,43.99551971326165,6.370743727598566,4534.766666666666,1.0,67.7369623655914,39.0,31.0,,28766.3259,5296.4577,1.5098108671540644,0.9202073985731598,0.3914421849230474
Fresno,2004-06-01,0.0,44.83253968253968,6.032301587301586,4292.45,0.1666666666666666,72.62472222222222,50.0,31.0,,15708.5175,11211.9247,1.045253677260506,0.7155218293616524,-0.20468556921150738
Fresno,2004-07-01,0.0,47.90860215053764,5.158602150537635,3837.966666666666,0.0,76.38333333333333,53.0,36.0,,8737.4687,78148.1141,0.8129750823137272,0.5949691877807077,-0.1205526415809447
Fresno,2004-08-01,0.0,49.2258064516129,5.05,3756.2,0.0,75.38870967741936,53.0,52.0,,12183.3919,65930.9736,1.1613929747338958,0.7707529095503309,0.1757837217696232
Fresno,2004-09-01,0.0,43.35,4.6994444444444445,3381.1,0.1666666666666666,70.82666666666667,56.0,42.0,,6143.7587,13105.8516,1.7420894621008438,1.0087202071946282,0.23796729764429725
Fresno,2004-10-01,1.8966666666666665,65.02688172043011,4.0569892473118285,3017.816666666667,0.3333333333333333,64.84516129032258,60.0,42.0,,6661.1398,2362.6832,0.8129750823137272,0.5949691877807077,-0.41375101941392045
Fresno,2004-11-01,0.6066666666666667,79.93888888888888,3.715555555555555,2675.7000000000003,1.3333333333333333,56.34777777777777,101.0,44.0,,2160.7601,8828.9935,0.8129750823137272,0.5949691877807077,0.0
Fresno,2004-12-01,2.3366666666666664,87.6147918389854,4.200734767025089,3110.116666666667,0.8333333333333334,50.55256272401434,87.5,16.0,,2734.2653,2300.0,1.045253677260506,0.7155218293616524,0.1205526415809447
Fresno,2005-01-01,2.2516666666666665,90.40089605734768,4.071505376344086,3027.7166666666667,0.8333333333333334,50.67777777777778,77.0,17.5,,41515.4405,1251.6729,1.2607883365617156,0.8157135739476084,0.10019174458595592
Fresno,2005-02-01,2.32,83.30952380952381,3.955952380952381,2658.833333333333,0.0,54.10357142857143,77.0,23.5,,94302.9094,5290.5801,0.687702729033663,0.5233682722724818,-0.2923453016751265
Fresno,2005-03-01,1.7716666666666665,75.31182795698925,4.381182795698924,3259.4,0.3333333333333333,58.3268817204301,62.0,20.0,,195478.6568,8165.9088,1.0315540935504943,0.7088010634849365,0.1854327912124547
Fresno,2005-04-01,0.9533333333333333,60.07777777777778,5.444444444444444,3920.633333333333,1.0,59.54444444444445,36.5,15.0,,71021.611,8325.766,1.0315540935504943,0.7088010634849365,0.0
Fresno,2005-05-01,0.9316666666666666,55.32795698924732,5.908602150537635,4395.466666666666,0.6666666666666666,66.6758064516129,39.0,18.0,,86823.211,24312.6935,1.0315540935504943,0.7088010634849365,0.0
Fresno,2005-06-01,0.0,46.57222222222222,6.354444444444444,4574.633333333333,1.0,70.985,44.0,34.0,,46442.8885,158964.9033,1.4900225795729367,0.9122917785370823,0.20349071505214578
Fresno,2005-07-01,0.0,44.333333333333336,5.160752688172043,3836.85,0.0,77.9494623655914,56.0,50.0,,19770.5676,135335.0386,1.375405458067326,0.8651681421019851,-0.047123636435097205
Fresno,2005-08-01,0.0,45.98387096774193,4.825806451612903,3592.0,0.0,75.91612903225807,56.0,44.0,,19839.3097,50068.6333,1.833873944089768,1.0416446604238205,0.17647651832183542
Fresno,2005-09-01,0.0733333333333333,50.80555555555555,4.4494444444444445,3203.7666666666664,0.0,70.54666666666667,54.0,46.5,,26950.4151,17661.73,3.3238965236627047,1.4641569687928162,0.42251230836899567
Fresno,2005-10-01,0.065,56.27956989247312,4.286559139784946,3189.25,0.5,65.14193548387097,58.0,46.0,,8159.015,10190.0062,5.043153346246863,1.7989259529050297,0.33476898411221345
Fresno,2005-11-01,0.8799999999999999,64.32777777777777,3.720555555555555,2680.8,0.6666666666666666,58.33444444444444,89.5,46.5,,3979.2679,57824.011,10.888626543032998,2.4755821904083586,0.6766562375033289
Fresno,2005-12-01,1.4533333333333331,83.63720016542597,4.058821186778176,2944.75,0.3333333333333333,53.348466746316205,110.5,29.0,,11029.0131,102.9558,8.94013547743762,2.2965806500964887,-0.17900154031186988
Fresno,2006-01-01,2.8083333333333336,84.63122262046993,3.858124253285544,2802.75,0.0,51.45388291517324,88.0,33.0,,92552.3182,4529.7162,5.883271370417554,1.9290940288220306,-0.3674866212744581
Fresno,2006-02-01,0.5383333333333334,70.44642857142857,3.888095238095238,2612.0,0.5,52.25714285714286,84.5,33.5,,84277.9346,14159.1496,6.109551038510537,1.9614390967455413,0.03234506792351066
Fresno,2006-03-01,3.28,75.43010752688173,4.909139784946237,3651.3333333333335,0.0,53.63172043010753,53.0,14.0,,301213.3703,22576.5666,3.9598941916272,1.6013844081760729,-0.36005468856946843
Fresno,2006-04-01,2.0516666666666663,72.09761904761905,5.152777777777778,3708.0333333333338,0.3333333333333333,59.77666666666667,38.5,12.0,,246403.1501,11366.1924,8.938046889672822,2.296370511389246,0.6949861032131732
Fresno,2006-05-01,0.8416666666666668,49.985304659498205,5.52258064516129,4109.849999999999,1.1666666666666667,69.08709677419354,56.0,44.0,,94480.7836,53376.4302,4.073034025673691,1.6239390657715396,-0.6724314456177065
Fresno,2006-06-01,0.0,44.38333333333333,5.751666666666668,4143.633333333333,0.1666666666666666,74.44500000000001,50.0,47.0,,519668.251,144175.856,7.240949378975451,2.1091155531796177,0.48517648740807817
Fresno,2006-07-01,0.0016666666666666,42.70193733778272,4.916129032258064,3660.466666666666,0.0,78.14408602150537,58.0,44.0,,359312.966,158415.7412,5.656991702324571,1.8956676861591102,-0.21344786702050755
Fresno,2006-08-01,0.0,48.903225806451616,4.540860215053763,3378.9500000000003,0.0,75.20591397849462,56.0,37.0,0.0,112982.8908,156775.7542,10.182585064184227,2.4143576631981674,0.5186899770390572
Fresno,2006-09-01,0.0016666666666666,46.97222222222222,4.318333333333334,3109.0,0.0,71.27,62.0,58.0,0.0,80525.2145,18115.5357,6.675250208742995,2.038000893429563,-0.3763567697686043
Fresno,2006-10-01,0.37,57.64516129032258,3.672043010752688,2732.816666666667,0.1666666666666666,63.88494623655914,62.0,35.0,163.87,21487.1846,15512.5572,5.430712034231588,1.8610852683911283,-0.17691562503843472
Fresno,2006-11-01,0.3783333333333333,72.92777777777778,3.8738888888888887,2785.4,0.1666666666666666,58.40111111111111,88.0,44.5,42.8,6044.5023,9845.2947,6.109551038510537,1.9614390967455413,0.10035382835441298
Fresno,2006-12-01,0.7683333333333334,72.54928315412187,4.1264874551971324,3047.0333333333333,1.1666666666666667,49.83312940304041,100.5,50.5,50.55,11001.3873,71.9232,4.978152698045623,1.7881116068686795,-0.17332748987686175
Fresno,2007-01-01,0.4133333333333333,64.95957785742732,3.8134408602150542,2836.55,1.1666666666666667,44.721543778801845,141.0,49.0,52.8,41852.1624,5059.9727,7.47823777001182,2.137502618068177,0.34939101119949756
Fresno,2007-02-01,1.1783333333333337,73.70833333333333,4.470238095238096,3001.616666666667,0.3333333333333333,51.1702380952381,75.0,21.5,34.2,70876.6081,8013.2314,4.911081520604777,1.776828813086124,-0.36067380498205304
Fresno,2007-03-01,0.4066666666666667,58.48387096774194,4.6645161290322585,3470.4,0.6666666666666666,57.27204301075269,67.0,17.0,714.55,216184.1863,25114.7926,7.255006791802511,2.1108199001219057,0.3339910870357816
Fresno,2007-04-01,0.525,51.73333333333333,5.924444444444444,4264.283333333334,2.0,61.59666666666666,65.5,29.5,288.15000000000003,59611.468,30353.5007,3.6833111404535823,1.5440053684072321,-0.5668145317146736
Fresno,2007-05-01,0.0633333333333333,40.55913978494624,6.381182795698924,4748.25,1.3333333333333333,68.11666666666666,67.0,33.0,2063.87,89660.7472,98490.3824,3.013618205825659,1.3896931302115179,-0.15431223819571427
Fresno,2007-06-01,0.0,39.62777777777778,6.141111111111112,4422.7,1.0,72.58277777777778,66.0,26.0,2815.0,226652.028,170614.268,2.7903872276163506,1.332468184750273,-0.05722494546124479
Fresno,2007-07-01,0.0,46.564516129032256,5.333870967741935,3967.2833333333338,0.1666666666666666,76.68817204301075,65.0,24.0,445.85,146909.9698,145445.5231,2.4555407603023887,1.2399789602552853,-0.09248922449498775
Fresno,2007-08-01,0.0283333333333333,45.618100358422936,4.770430107526882,3550.133333333333,0.0,76.86451612903225,69.0,37.0,700.4399999999999,69305.0622,74453.435,3.236849184034967,1.4438198760226986,0.20384091576741326
Fresno,2007-09-01,0.075,52.82222222222222,4.866666666666666,3503.7666666666664,0.0,72.59444444444445,67.5,42.5,115.87,16065.5968,27142.5448,2.3439252711977345,1.2071453478428902,-0.23667452817980839
Fresno,2007-10-01,0.4916666666666666,57.970071684587815,4.262903225806451,3171.1666666666665,0.5,63.79216845878136,70.0,34.5,147.31,8982.2624,5460.7302,1.7858478256744643,1.024552252787029,-0.1825930950558612
Fresno,2007-11-01,0.1316666666666666,65.2,3.64,2622.5,0.0,58.048333333333325,122.5,58.5,157.60000000000002,21854.4987,991.173,3.013618205825659,1.3896931302115179,0.36514087742448886
Fresno,2007-12-01,1.1616666666666668,74.75806451612902,4.209139784946236,3130.7833333333333,0.5,48.76505376344087,98.0,19.0,7.3,20857.3808,2143.1332,2.678771738511697,1.3025789297595567,-0.08711420045196117
Fresno,2008-01-01,2.89,80.48924731182795,4.866129032258065,3622.5333333333338,1.6666666666666667,48.523655913978494,64.0,27.0,5.85,121920.6498,2622.3757,0.9894132779261896,0.6878397600509846,-0.6147391697085721
Fresno,2008-02-01,1.0450000000000002,73.47126436781609,4.7362068965517246,3296.65,1.5,50.35977011494253,78.0,39.0,15.64,86988.4343,9112.3342,0.8794784692677242,0.6309943283926197,-0.056845431658364864
Fresno,2008-03-01,0.0683333333333333,56.80107526881721,5.785483870967742,4303.183333333333,2.333333333333333,55.560752688172045,56.0,21.0,784.9599999999999,125636.5355,17661.2347,2.96823983377857,1.3783226295765698,0.7473283011839501
Fresno,2008-04-01,0.0916666666666666,46.18333333333334,6.232777777777778,4487.516666666666,2.6666666666666665,60.13222222222223,60.5,31.0,50.46,89395.234,24886.8289,1.8688917471939144,1.0539258043925952,-0.3243968251839746
Fresno,2008-05-01,0.1583333333333333,45.36021505376345,6.255913978494623,4654.066666666667,2.6666666666666665,67.53387096774193,67.0,35.5,666.24,81742.9332,146104.1918,1.5390873212185174,0.931804694103785,-0.12212111028881023
Fresno,2008-06-01,0.0,36.394444444444446,6.172777777777778,4445.016666666666,2.5,72.5788888888889,69.0,34.5,5159.47,437454.0212,106468.9145,1.5390873212185174,0.931804694103785,0.0
Fresno,2008-07-01,0.005,45.64516129032258,5.243010752688172,3900.1333333333337,0.0,77.81612903225806,83.0,31.0,2256.21,56196.8859,224707.2089,3.6278486857293615,1.5320921134056886,0.6002874193019037
Fresno,2008-08-01,0.0,43.172043010752695,4.733870967741936,3520.883333333333,0.0,78.10537634408603,63.0,43.0,3689.51,18776.4981,81130.4964,2.7483702164616384,1.3213211365689168,-0.21077097683677182
Fresno,2008-09-01,0.0,46.1,4.07,2928.116666666667,0.0,72.83944444444445,76.0,53.5,89.99,18624.0566,24935.7495,3.298044259753966,1.4581600959229897,0.13683895935407286
Fresno,2008-10-01,0.065,47.66666666666666,4.2924731182795695,3192.616666666667,1.5,64.2231182795699,70.0,53.0,157.39,46175.9473,8246.8708,6.15634928487407,1.9679999745271375,0.5098398786041478
Fresno,2008-11-01,0.9016666666666668,71.11999999999999,3.380555555555556,2431.0,0.1666666666666666,58.57833333333334,95.5,38.5,10.77,27955.5604,2620.448,3.407979068412431,1.4834163232940647,-0.4845836512330728
Fresno,2008-12-01,0.8850000000000001,85.63978494623656,3.682258064516129,2739.85,0.3333333333333333,50.590860215053766,94.0,18.5,0.12,6869.018,2023.4201,6.486153710849466,2.0130551423798337,0.529638819085769
Fresno,2009-01-01,1.1866666666666668,80.18566308243727,3.150537634408602,2341.116666666667,0.0,48.93709677419355,102.0,33.0,3.26,151204.0544,1923.6854,6.619799930112276,2.0307501134630854,0.017694971083251687
Fresno,2009-02-01,1.445,77.125,4.420238095238095,2969.9500000000003,0.8333333333333334,51.66766666666667,51.5,13.0,946.6,88447.7413,10504.747,5.7516294474746,1.9097838753781038,-0.12096623808498164
Fresno,2009-03-01,0.3116666666666667,60.79032258064516,5.387634408602151,4006.8000000000006,1.3333333333333333,55.84838709677419,42.0,22.0,57.97,139205.3476,38233.2595,3.90676717186954,1.5906153078201632,-0.31916856755794054
Fresno,2009-04-01,0.8716666666666667,48.105555555555554,5.922777777777778,4265.383333333333,2.5,61.498333333333335,46.5,19.0,58.05,105405.7563,24582.5724,5.643108137144891,1.8935799469105243,0.3029646390903611
Fresno,2009-05-01,0.1166666666666666,44.83870967741935,6.169892473118279,4589.766666666666,1.1666666666666667,70.34677419354838,58.0,26.5,689.04,91642.7531,107886.4651,4.2323311028586685,1.6548568963380634,-0.2387230505724609
Fresno,2009-06-01,0.1149999999999999,46.388888888888886,5.598888888888889,4031.216666666666,0.0,74.12833333333333,49.0,28.5,637.1899999999999,81668.0312,110830.8082,5.3175442061557625,1.8433305576685934,0.18847366133053
Fresno,2009-07-01,0.0,37.83870967741935,5.449462365591399,4056.6,0.0,78.88978494623656,57.0,26.0,577.47,25222.5838,106654.1839,3.364160620220993,1.4734258730270098,-0.36990468464158366
Fresno,2009-08-01,0.0,40.92508960573477,5.06989247311828,3773.1,0.0,77.64139784946236,62.0,50.0,3538.07,22757.0654,58520.7173,4.666416344177506,1.7345568798554711,0.26113100682846135
Fresno,2009-09-01,0.025,41.73524904214559,4.788333333333333,3447.733333333333,0.0,75.12503831417624,60.0,49.5,250.95,22921.8844,10569.4118,3.364160620220993,1.4734258730270098,-0.26113100682846135
Fresno,2009-10-01,0.905,55.77189293218214,5.0557429130009774,3533.9,2.0,64.85408113391985,61.0,29.5,68.63,48130.3252,8059.4982,4.340852413188378,1.6753852681708183,0.20195939514380856
Fresno,2009-11-01,0.2116666666666666,65.77777777777777,3.7488888888888887,2699.7166666666667,0.6666666666666666,55.443888888888885,82.5,40.0,8.26,24670.9251,3408.345,2.3874688272536075,1.22008298387672,-0.45530228429409836
Fresno,2009-12-01,1.385,83.05465949820788,3.647311827956989,2711.866666666667,0.8333333333333334,48.92150537634408,100.0,25.0,2.21,20983.1619,1073.3329,3.4726819305507024,1.4979882131700057,0.27790522929328576
Fresno,2010-01-01,1.72,88.51774193548387,3.956451612903226,2944.116666666667,0.8333333333333334,49.81182795698925,73.0,25.0,0.0,126467.4481,2102.1743,3.6472781650329007,1.536281707367288,0.03829349419728234
Fresno,2010-02-01,2.271666666666667,86.01190476190476,3.595833333333333,2415.833333333333,0.1666666666666666,53.19166666666666,62.5,28.0,0.14,132295.4368,14307.4792,1.5018204208959005,0.9170186352465647,-0.6192630721207234
Fresno,2010-03-01,0.5157142857142857,64.46938775510203,4.694930875576037,3098.171428571429,0.4285714285714285,55.684068466096114,55.0,21.5,48.02,279693.35,26056.5735,1.9309119697233,1.0753136270652663,0.15829499181870166
Fresno,2010-04-01,1.977142857142857,64.12380952380953,5.07904761904762,3659.857142857142,0.7142857142857143,59.195238095238096,54.0,26.0,6.02,134717.9345,27413.7192,2.2527306313438507,1.179494837835676,0.10418121077040965
Fresno,2010-05-01,0.2071428571428571,46.68663594470046,5.693548387096774,4235.3,2.142857142857143,65.33133640552995,51.0,22.0,176.82,102820.0589,110642.4427,2.1454577441370004,1.1459594261869588,-0.033535411648717206
Fresno,2010-06-01,0.1885714285714285,39.62380952380953,6.452857142857143,4646.814285714286,1.4285714285714286,73.05857142857143,51.0,27.5,3798.01,55329.1682,111353.7418,5.363644360342501,1.850601225875449,0.7046417996884902
Fresno,2010-07-01,0.0714285714285714,41.55268817204301,5.227649769585254,3888.914285714286,0.0,78.8889400921659,61.0,36.0,1130.36,32430.7171,158206.1989,7.187283442858952,2.102582150884419,0.2519809250089702
Fresno,2010-08-01,0.3685714285714285,44.68881523688452,4.623041474654378,3439.2714285714287,0.0,76.72442396313363,58.0,42.0,1244.25,28663.0807,35220.7786,10.298197171857602,2.4246431706765796,0.3220610197921605
Fresno,2010-09-01,0.7071428571428572,45.49868637110017,4.443333333333333,3198.514285714285,0.0,71.94238095238096,59.0,52.5,483.52,34622.1259,24273.7494,12.12183625437405,2.5742777321353345,0.14963456145875487
Fresno,2010-10-01,1.0985714285714283,59.39170506912443,3.967281105990783,2952.1142857142854,0.2857142857142857,66.86082949308755,64.0,22.0,153.73,24250.3753,8458.742,13.730929562476804,2.6899493352367387,0.11567160310140423
Fresno,2010-11-01,1.5342857142857145,71.78095238095237,3.5204761904761903,2533.7714285714287,0.0,56.2347619047619,82.5,24.5,171.66,13486.3413,9974.7518,9.76183273582335,2.376005868837486,-0.31394346639925264
Fresno,2010-12-01,3.5171428571428573,85.4425806451613,4.030525345622119,2903.428571428572,0.7142857142857143,53.135889400921656,80.0,24.0,0.05,23800.6408,1488.0951,7.723647878893201,2.166037485178767,-0.20996838365871895
Fresno,2011-01-01,1.2485714285714289,90.1025253945165,3.144668679485142,2311.557142857143,0.1428571428571428,50.00703956777373,84.0,21.0,3.0,143715.0731,7600.0607,6.594299547120525,2.027397906267449,-0.13863957891131795
Fresno,2011-02-01,1.2671428571428571,70.61734693877551,4.490306122448979,3018.057142857143,0.7142857142857143,50.53061224489796,63.0,26.0,6.42,79238.4407,30074.7404,5.317983505742359,1.8434000916994295,-0.18399781456801967
Fresno,2011-03-01,2.371428571428571,72.984178187404,4.972350230414746,3698.371428571428,0.7142857142857143,55.15250384024578,53.0,11.0,1246.25,245329.168,61285.2954,6.700659217235372,2.0413059378230565,0.19790584612362694
Fresno,2011-04-01,0.2314285714285714,57.114285714285714,5.660952380952381,4075.857142857142,1.1428571428571428,61.373333333333335,53.0,13.0,12.86,144830.1578,54264.7953,5.424343175857206,1.860094396116931,-0.18121154170612552
Fresno,2011-05-01,0.2728571428571428,47.68202764976958,6.040552995391705,4494.642857142857,0.7142857142857143,66.9621044546851,57.0,16.5,1445.42,130262.2477,116616.4965,2.765351422986026,1.325841196334522,-0.5342531997824089
Fresno,2011-06-01,0.9385714285714286,48.371428571428574,5.5409523809523815,3988.342857142857,0.0,72.3447619047619,60.0,24.5,1668.64,168115.9354,196388.3191,4.7861851551681225,1.7554732065894865,0.42963201025496445
Fresno,2011-07-01,0.1385714285714286,44.343359865940506,5.282949308755761,3928.671428571429,0.0,77.49259494676623,64.0,29.0,2266.52,73836.6364,244792.8436,5.105264165512664,1.8091513769807779,0.05367817039129141
Fresno,2011-08-01,0.0142857142857142,44.34530430637216,4.509677419354839,3356.214285714286,0.0,76.29473118279569,62.0,33.0,541.39,32476.1706,167279.8512,5.956141526431442,1.9396249422355267,0.13047356525474885
Fresno,2011-09-01,0.0357142857142857,46.55238095238095,4.409999999999999,3175.6428571428573,0.0,73.47761904761906,64.5,55.0,6614.320000000001,29054.3664,31567.7873,9.253291299991703,2.3275987564802776,0.38797381424475086
Fresno,2011-10-01,0.5171428571428571,60.888325652841786,3.9276497695852535,2921.8,0.0,66.78294930875576,76.0,42.0,231.55,24992.2142,7150.8151,9.359650970106552,2.3379185461196563,0.01031978963937874
